time,nbMessages
45,49300
27,49200
40,49400
39,49000
39,49250
34,49450
0,0
38,49400
27,49600
32,49300
36,49600
32,49150
33,49150
30,49200
33,49500
40,49350
41,49350
43,49550
32,49450
42,70560
45,70440
50,58800
38,70320
40,70740
43,70380
47,70620
40,70860
0,0
43,70980
50,70500
38,70620
39,70200
46,70860
42,70800
36,70500
52,70740
38,70560
44,70920
37,70740
44,70560
0,0
45,70740
0,0
73,70680
39,70620
43,70620
0,0
0,0
61,70860
40,70500
53,70500
49,70620
54,70500
41,70440
48,70800
43,70620
45,70440
0,0
37,70380
37,70080
50,70440
38,70620
46,70800
33,70680
41,70140
47,70440
41,70380
38,70560
40,70620
0,0
103,96040
47,95690
59,95760
71,75789
89,95340
63,95900
72,95060
71,95480
62,95970
84,95900
60,95830
54,95410
62,95550
48,95620
46,95200
67,95760
71,95900
49,95970
54,95550
52,95690
52,95760
74,95760
74,76344
47,96110
56,95130
65,95830
60,95970
90,95830
55,95410
94,95690
54,95410
54,96110
0,0
80,95480
66,95830
56,95130
0,0
59,95760
56,95760
0,0
62,95830
52,95060
65,70205
78,95620
74,95690
77,95340
51,95620
92,95620
115,69569
71,95270
54,96110
78,124160
89,124640
63,124320
78,123760
0,0
63,124800
71,124560
70,124080
73,124480
84,124320
62,124240
125,124560
85,124000
85,124640
60,124640
0,0
65,124480
97,124480
113,124240
0,0
91,124400
77,124560
113,124800
69,124640
62,124880
65,124080
85,124320
69,124880
62,124160
74,124480
0,0
65,124160
86,124880
91,124800
65,124240
0,0
74,124240
67,124400
97,124560
137,124880
65,124160
67,124320
86,124000
97,124640
68,124720
121,124320
87,123520
89,124560
92,124400
124,125280
68,124880
86,157590
134,129218
93,156600
84,157950
83,156870
68,157320
84,157320
71,157230
79,156960
83,157320
91,156690
86,156870
83,156870
84,156870
86,158040
123,157770
94,156330
128,157140
152,157140
88,157590
115,157140
86,156780
89,156510
84,157320
86,157590
108,157140
72,157500
93,157050
157,156960
142,156600
82,157590
83,157230
0,0
81,158040
100,157590
87,157770
78,158130
81,157410
111,157410
84,157140
131,157500
129,157500
102,156870
81,156690
100,157050
80,157140
108,156600
105,156600
97,157860
92,156690
111,156420
149,194200
104,193000
0,0
86,194000
133,193500
100,193800
139,194400
132,193500
129,193300
105,192400
95,193600
115,193800
102,193800
93,193300
119,193400
124,194500
0,0
0,0
99,194500
107,193700
104,194200
128,193300
148,118880
103,193000
93,193800
119,194000
91,194000
162,193500
94,194000
134,193600
157,193800
136,193100
118,194000
0,0
98,193000
105,193400
111,193700
108,193300
101,194100
92,193800
92,193800
104,193400
104,193500
85,194298
130,160879
107,193800
104,194400
86,193700
97,193700
96,193800
90,193800
118,233860
151,233860
120,233750
132,233750
0,0
143,234190
142,234300
112,233530
126,233310
122,233860
124,232980
117,233970
108,234410
145,233530
139,233750
134,233640
0,0
108,234190
114,233640
108,234960
132,234300
149,234960
103,234190
131,233530
117,233530
108,234630
116,233750
97,233640
128,233860
122,233530
122,233310
0,0
111,234850
109,233970
115,233200
115,234410
0,0
128,233750
123,233530
183,191906
111,234410
99,234740
127,234850
118,233530
133,233970
0,0
104,234740
143,176074
0,0
176,174449
124,235180
146,277800
150,277440
138,278640
164,278160
130,277800
145,279120
125,279120
152,278160
150,279240
131,278520
118,278160
241,171342
145,277920
145,278040
129,276960
136,279000
0,0
122,278040
237,180691
131,278040
148,277200
131,278040
125,278520
165,276960
118,278280
132,278880
139,278040
125,277320
0,0
126,278880
123,278040
122,278040
140,277680
119,277560
159,277920
123,278040
156,278760
155,278280
131,278040
0,0
126,277560
132,278640
137,277920
142,278520
145,278400
154,279360
194,203502
126,278160
139,278400
170,278280
130,278760
0,0
160,326560
157,326040
154,326300
153,326300
150,326560
176,327470
162,325130
174,325520
170,325910
147,326300
192,325780
164,326040
155,325520
181,326820
188,326040
153,327210
156,324480
157,326300
157,325390
159,326820
162,325650
168,325910
311,245428
172,324740
155,326430
156,326300
181,326170
161,325260
166,325130
175,325650
0,0
0,0
164,325520
167,326300
205,325390
223,325780
194,325000
196,326690
198,326300
246,326430
250,327080
232,326040
185,326040
187,326170
221,324870
0,0
181,326690
176,325910
208,325000
171,326560
244,378840
274,376880
262,377440
0,0
244,378000
225,378560
216,377580
242,377160
231,376460
240,377300
273,376600
219,378000
248,377440
245,376740
208,377440
216,378000
206,377580
206,375900
215,377160
290,376180
0,0
0,0
240,376040
226,379260
0,0
235,377440
227,378140
239,377720
385,335052
0,0
231,378840
214,378000
224,377020
203,378000
195,377720
224,376460
206,377440
254,376180
237,376320
219,378420
210,378700
234,378140
251,379120
252,377440
213,376600
211,378420
239,378280
0,0
0,0
234,378700
240,376320
233,433350
245,433800
241,433200
237,434700
252,432600
238,432450
259,432900
237,433650
246,433650
315,433200
213,433350
222,433800
241,433050
226,433050
220,433800
228,433200
290,432900
232,434850
215,433800
206,433200
235,432600
204,434250
211,433350
199,432300
218,433650
204,433950
204,432600
193,433800
210,433350
213,432300
195,432300
207,433500
212,432750
183,432450
202,432150
220,433350
201,433500
354,283788
208,434250
187,433500
220,432750
206,432600
206,434100
194,434400
207,433800
223,433500
244,433200
219,433050
186,433350
209,432750
188,434400
226,493600
212,490400
231,492000
211,493120
204,492960
213,492640
220,492480
240,492160
236,492800
238,493440
242,492480
218,493280
200,492480
213,494080
213,491680
221,492000
231,492800
0,0
215,494400
214,491360
242,492800
337,493280
296,491360
275,491040
226,493280
245,494080
222,493760
217,492160
295,493920
0,0
254,494080
219,494560
254,492160
241,491840
298,493440
221,493920
264,494240
247,492480
244,491520
248,490880
217,492960
237,490880
245,491360
227,492000
214,493120
221,492480
224,493760
264,491840
232,491680
242,493120
270,492800
285,556070
254,553860
273,556920
267,555560
275,555730
279,556920
296,555560
326,556920
279,556410
298,554880
268,556750
338,555220
0,0
345,555730
249,555900
269,555900
248,554370
275,555900
264,555390
252,554880
256,554540
265,554540
294,557770
347,555900
294,552670
361,556920
296,556410
362,556240
260,556580
0,0
313,556070
259,557260
286,555560
265,556580
279,554200
279,556410
287,554200
321,556580
305,556920
258,556070
252,555730
233,557090
475,453390
312,556240
382,555050
272,556240
266,557770
244,554370
266,554880
258,555900
260,555560
284,622800
279,623520
293,622260
302,622620
294,624780
267,620820
303,622620
286,622080
285,621900
267,624240
270,623520
311,621360
400,469769
339,623520
286,624780
561,485493
295,622260
285,623340
294,622800
283,622260
321,622800
304,624420
308,624780
276,623520
262,622620
274,621720
282,622260
290,624780
321,622260
315,622980
278,622800
272,622980
287,622980
299,622800
0,0
296,622080
284,621720
308,622620
317,620640
285,622800
0,0
288,622080
275,623880
297,624780
271,621180
294,622260
294,623700
0,0
428,623340
286,621360
316,623160
0,0
335,695210
546,695780
305,694830
420,694260
439,694830
346,693500
330,690080
361,694070
317,694450
310,690650
363,693690
371,692740
668,491876
370,692930
392,691600
332,692360
298,693880
322,694260
319,693310
0,0
352,695210
330,691790
330,695780
317,693500
314,694070
562,516594
340,694070
0,0
357,691600
342,694070
337,691600
359,695020
401,693500
627,511400
394,694450
678,408362
500,695020
667,513707
353,692740
433,694260
439,693880
343,695210
382,692550
351,694070
348,694070
346,693120
366,693880
0,0
374,693310
369,693690
371,767000
371,768400
389,768800
386,766000
377,769400
0,0
0,0
385,768800
392,767600
420,769600
403,766400
735,573756
712,546564
582,451298
349,766400
342,768600
333,767400
380,767600
409,767800
371,770200
355,768000
503,769000
385,766600
384,767000
425,770000
346,768400
370,765600
382,764400
378,769000
527,555901
385,765000
431,767800
407,770800
385,767600
407,767800
394,767400
369,767800
365,768200
438,767000
449,769800
377,768400
368,765400
486,767600
402,767400
0,0
343,768800
438,766400
373,768200
365,766800
358,768400
355,767800
424,847980
428,845460
471,846300
420,846930
543,847770
384,848820
0,0
385,846300
0,0
0,0
441,844830
438,846090
433,846510
383,844830
373,846300
0,0
377,846930
413,844200
446,846720
416,846300
382,847350
402,846510
383,847560
455,846510
378,847350
382,846300
415,846510
423,846090
415,845250
418,842520
433,846720
421,846510
376,848190
438,845250
412,845040
385,848190
422,846720
424,845670
385,846930
385,845880
447,848610
422,844830
404,847770
385,847980
427,847140
423,845460
469,849030
495,846090
427,843360
483,846090
434,846510
455,928840
507,928620
434,929060
582,928620
459,927300
490,930380
0,0
896,571718
551,926420
492,927520
439,926420
505,931260
466,925760
533,929060
560,928400
0,0
468,928180
431,929060
448,928400
443,928620
446,927300
472,930160
815,562532
585,926640
532,928620
478,929060
458,928180
461,928620
468,928620
457,930820
443,930600
464,927300
0,0
470,930820
445,928840
530,928620
0,0
544,929060
493,930820
591,927520
0,0
638,929940
595,932140
501,928400
490,930820
479,930160
472,926200
485,928180
454,927300
464,927520
486,930160
495,1015220
478,1014300
485,1016370
0,0
505,1015680
586,1016370
555,1014530
486,1012460
466,1014300
489,1013150
548,1013150
550,1016830
467,1013840
570,1015220
489,1016830
489,1014990
919,868895
497,1013610
474,1017750
549,1014530
514,1014530
515,1014070
528,1017290
502,1014530
476,1014530
506,1014300
471,1013840
503,1016370
501,1013380
492,1015910
507,1014300
481,1015450
489,1013380
499,1017750
444,1015220
450,1014530
491,1013150
0,0
463,1016830
449,1013840
509,1015910
487,1014300
497,1017060
460,1014530
443,1017980
483,1011770
517,1014990
441,1014760
441,1015220
481,1014070
501,1014300
545,1106880
516,1105200
0,0
573,1104960
521,1105200
553,1105200
548,1104960
503,1103760
502,1102320
508,1104960
532,1099920
532,1106880
534,1104960
581,1104720
567,1102800
530,1104240
0,0
585,1104960
650,1103520
573,1106880
565,1103040
485,1104960
496,1104480
498,1104240
505,1103040
555,1105440
521,1104240
516,1100640
531,1102560
524,1105440
1081,949988
553,1105680
572,1105920
612,1107120
589,1105200
572,1106640
521,1104480
501,1103280
542,1107120
568,1102320
520,1107600
536,1104000
486,1106160
536,1103040
524,1105680
502,1101120
494,1105200
557,1105680
638,1104240
556,1106880
580,1104000
662,1197750
806,1196000
739,1197250
623,1199000
605,1199750
0,0
578,1201500
601,1197000
650,1201250
561,1197750
633,1198000
590,1200500
0,0
576,1195750
613,1199500
587,1197000
0,0
591,1200250
551,1197750
587,1198000
560,1200750
550,1196750
0,0
527,1198000
552,1197750
574,1198250
567,1197000
575,1198000
577,1200000
573,1195750
553,1197500
577,1200250
525,1197250
530,1197250
532,1195750
577,1200750
587,1200750
562,1197250
552,1199750
557,1197250
626,1197750
587,1199000
604,1201000
550,1199250
560,1199500
618,1197000
665,1194500
595,1198500
563,1198750
540,1198500
561,1196750
0,0
628,1295320
624,1291160
672,1293760
0,0
670,1294280
708,1294020
644,1295320
657,1295060
666,1295840
1106,953044
688,1294540
653,1295840
599,1297920
633,1296360
1048,942929
660,1291420
660,1294020
732,1296360
690,1294800
727,1296880
705,1295840
664,1295580
757,1297920
805,1294540
745,1294800
718,1293500
691,1298700
748,1294020
722,1293760
638,1296620
678,1295840
645,1295060
0,0
686,1293500
705,1295060
641,1297400
669,1295840
656,1292460
696,1296880
683,1293760
682,1298440
661,1294280
725,1293760
626,1295840
653,1297660
799,1297140
818,1296880
0,0
0,0
823,1295840
751,1395630
914,1394550
731,1398870
745,1396980
984,1397250
780,1396440
964,1398330
723,1397790
798,1398870
911,1394280
736,1395360
788,1394280
724,1397790
819,1393740
0,0
718,1399680
0,0
781,1396980
714,1399140
810,1397790
759,1396170
762,1399410
0,0
0,0
1135,1068979
0,0
728,1399680
816,1396980
918,1398060
886,1399680
697,1393740
717,1397250
801,1399410
712,1395900
727,1396440
692,1397520
725,1395900
731,1397520
692,1392120
688,1397790
642,1396170
1210,1189080
637,1396710
665,1399140
662,1396170
654,1396980
659,1396170
0,0
0,0
720,1397790
655,1398870
698,1502760
748,1500520
759,1503880
0,0
715,1500800
0,0
793,1502760
824,1507520
735,1501360
733,1505280
768,1499960
688,1501920
688,1502200
728,1502760
750,1500800
761,1502480
736,1500800
798,1501920
721,1502480
733,1501360
796,1499120
724,1501640
0,0
731,1500800
739,1500240
737,1500520
720,1501920
747,1501360
753,1500800
791,1501920
0,0
784,1503320
0,0
751,1501920
764,1503600
722,1499960
748,1503040
727,1499400
0,0
868,1502200
825,1502200
844,1503600
1020,1498840
933,1502200
829,1502760
771,1499960
1297,873450
805,1503880
808,1501360
743,1502760
774,1501080
855,1609790
836,1613270
864,1606890
841,1609790
820,1607180
867,1610950
874,1609210
0,0
931,1608920
912,1611530
872,1612110
1335,1208640
831,1606890
894,1612110
785,1610370
863,1611240
819,1608340
815,1606310
976,1610660
908,1612980
862,1607760
860,1612980
819,1607760
0,0
942,1610080
841,1613850
811,1611240
1023,1615010
929,1610950
889,1608630
800,1608340
853,1612110
873,1608920
860,1608050
835,1606890
811,1610370
832,1611820
822,1607760
894,1611530
834,1607470
907,1607470
785,1610370
818,1610080
1235,1318549
780,1606020
771,1609500
776,1613560
755,1612690
785,1608340
0,0
768,1615010
843,1721400
1296,1273667
803,1721400
846,1720800
877,1721100
0,0
857,1725000
969,1724400
816,1724400
858,1722900
838,1722300
872,1725000
833,1722600
832,1724400
795,1722900
0,0
0,0
858,1722900
837,1721100
859,1724700
0,0
879,1723500
0,0
832,1726200
830,1726500
885,1724700
852,1721700
851,1722000
804,1722600
814,1722000
1426,1417741
890,1724700
792,1723200
851,1727400
935,1721100
900,1725000
928,1727400
1028,1720500
803,1722900
914,1722000
825,1721700
876,1724100
871,1725900
864,1722300
856,1724100
950,1724100
878,1724100
900,1725300
868,1723200
929,1722300
980,1725900
