time,nbMessages
125,192600
134,194100
152,194000
150,193200
170,194000
164,193900
124,194300
117,193000
131,194100
116,194100
139,193700
155,194300
163,194400
127,193400
135,194100
149,194200
128,193800
150,193600
130,192800
140,193300
142,193900
132,193300
123,194400
153,193000
116,193800
131,195100
149,193300
154,234850
166,234850
146,233530
0,0
147,234300
173,234630
149,234630
0,0
149,232760
174,233860
167,234300
163,234190
186,233530
149,233640
154,234190
182,234080
145,234300
159,233530
171,234410
239,150948
138,233750
0,0
159,233750
160,233420
146,234300
162,234300
194,235180
174,233310
149,234960
154,234740
0,0
160,234850
159,234630
162,233750
194,235180
145,234410
163,233860
173,233750
176,235070
140,234850
154,234080
160,233420
188,234300
170,232870
147,233090
151,232980
166,234080
162,233970
175,233970
184,234190
153,233640
203,277800
181,278280
173,278520
169,278760
181,277200
178,277680
158,278160
191,278040
0,0
171,278760
195,278280
182,278400
204,278400
181,278640
182,277320
179,278880
174,278400
180,277200
191,278400
184,278040
203,278640
178,278280
191,277320
180,277560
189,278640
215,278400
190,278280
165,278400
165,278040
173,278400
242,278640
189,278280
193,278520
200,277560
191,278160
184,278160
164,279120
171,278400
190,278640
176,277200
184,277920
187,277920
181,278280
175,278760
0,0
175,278520
173,276600
188,277440
169,279000
194,278040
290,194738
229,326300
225,325130
189,326040
235,324220
225,325780
213,326430
210,326170
207,325130
196,325910
228,327080
219,326170
258,325780
203,325260
211,325130
214,326300
222,325780
248,326040
236,325650
209,326430
227,325390
213,326560
278,325260
204,326170
205,325780
204,325520
234,326690
216,325520
222,326820
230,325780
212,325130
241,325650
205,326170
0,0
302,208896
237,325650
214,325390
470,194762
230,325910
0,0
206,326040
190,327080
194,326820
231,326820
204,325390
190,326170
212,326430
198,325520
252,325910
253,326430
235,325780
204,325520
269,376880
239,377860
306,379400
225,378560
516,316099
219,376880
288,376600
238,378560
253,379260
267,378840
277,377720
236,376740
0,0
258,377860
228,377580
0,0
245,377300
248,378000
275,378000
288,377720
257,377720
266,378560
265,378700
257,378700
0,0
0,0
255,378000
239,377580
244,378000
240,377020
232,378000
246,378700
220,377160
244,377580
233,376460
261,377440
278,376460
274,378140
262,378140
285,378980
502,321884
0,0
259,377160
0,0
281,378420
277,378000
267,378140
253,378000
251,377440
251,378140
273,377580
301,433350
306,432900
301,432600
273,434850
282,433800
336,434250
0,0
268,435300
298,433050
324,433650
500,251940
284,433500
356,434250
318,432300
305,433800
321,432600
311,432900
326,434250
302,433800
305,433350
303,433200
316,433200
325,433950
324,434100
303,434100
300,433800
305,432750
274,434100
303,433650
356,433800
325,434100
0,0
306,434550
255,433800
299,433050
289,433950
0,0
306,432750
284,433350
280,433050
254,431550
265,433650
276,431700
277,434550
305,433350
283,432450
318,432900
302,434100
337,433800
309,433950
0,0
305,491360
326,493760
344,493760
360,492160
352,494240
347,493280
325,491040
324,492640
286,492000
323,492960
300,491200
322,492320
321,493440
326,493600
327,492160
497,352290
280,492160
600,406206
0,0
326,493120
312,492160
353,493440
0,0
342,492800
303,491840
281,491520
313,491840
293,492800
351,494080
0,0
291,493120
323,492000
333,492000
312,491040
312,493920
0,0
330,492480
321,492160
317,493600
355,493600
319,492160
335,492320
296,493440
308,493440
378,492320
338,489600
454,320312
327,492640
0,0
0,0
289,492480
368,558450
347,556750
393,555390
446,557090
371,555560
369,554710
352,555390
382,555730
339,554540
365,555730
439,555220
351,554710
361,556410
349,554540
351,554710
0,0
0,0
433,556240
405,558280
373,556920
347,555560
465,556580
335,556750
344,556240
400,555900
385,553520
342,555900
0,0
339,556750
339,555390
399,555560
367,557940
317,556750
381,556750
382,556070
376,556410
335,557600
348,555390
312,555730
371,555900
374,555730
317,555390
356,553690
337,556920
367,557430
365,555900
311,556240
335,556240
825,373150
351,556240
373,554540
350,622260
410,621540
381,624420
0,0
393,622620
384,622440
445,622620
431,622980
457,623340
425,623880
430,622620
382,624780
362,622800
431,619920
367,621000
425,624240
393,623700
423,620820
360,623340
451,622620
425,623340
770,354582
387,624780
449,623520
450,623340
375,622800
564,451001
382,623160
411,622800
368,622800
447,623880
0,0
381,623520
382,621900
424,623160
416,623700
414,622260
405,622260
388,622980
390,623700
378,622080
385,621360
403,620820
404,624240
414,622440
479,622620
367,622440
411,621000
435,623160
451,623880
378,622620
515,694070
477,693500
465,695970
420,693690
444,690840
410,692550
429,692550
433,693120
448,693690
467,693310
0,0
465,692170
429,692550
577,692170
417,694450
428,693120
447,693310
467,695780
0,0
517,695020
0,0
468,694830
471,694450
465,693310
0,0
414,693310
478,691980
444,693310
422,693880
472,694640
419,693310
453,694450
429,690840
461,694450
0,0
473,693690
461,694450
0,0
0,0
525,693690
451,691980
421,693500
448,692740
414,691600
0,0
519,693500
448,694260
465,692930
691,438938
465,693690
480,694640
488,768800
473,769400
520,768800
501,769400
0,0
555,767200
524,768800
483,768200
454,766200
478,767600
519,768000
532,769000
490,767000
486,766800
468,764800
439,769400
480,769600
480,771400
492,767600
506,768400
499,767800
601,769000
527,768800
502,770600
647,487527
525,768600
474,768400
539,767600
473,765600
496,769200
547,769200
479,767200
469,767800
548,768600
489,768000
533,770000
540,765000
528,769800
0,0
435,768400
0,0
542,767400
466,769200
538,767000
0,0
480,767400
525,770200
938,448510
0,0
445,769000
490,766800
565,845460
582,847350
533,844410
558,846510
576,845880
508,847560
563,847350
548,845670
583,848190
604,845880
0,0
0,0
543,847350
619,846510
530,847560
593,847140
527,846720
545,847350
528,846300
713,629144
501,846300
581,847560
505,849030
557,845880
547,844200
535,845670
572,848610
573,846720
621,845040
544,843780
544,847560
543,847770
537,847140
620,845460
0,0
549,847980
559,845460
0,0
554,846930
574,847140
564,846300
948,629695
522,846510
522,843570
523,845250
582,845250
496,846510
529,847560
584,843150
522,847350
553,845670
668,926420
538,928400
649,928620
581,927960
625,929500
0,0
629,927960
600,928400
562,928840
618,928840
556,928620
0,0
596,925980
644,928840
594,927080
657,928840
553,930380
591,930820
602,930160
604,929060
0,0
646,927080
645,930380
629,928180
571,930380
629,928840
591,930160
652,930160
587,927520
624,929500
584,927300
666,929500
596,927520
646,929940
564,929280
567,931260
596,930820
570,928400
586,927740
582,928400
661,927080
617,929280
630,927960
643,928620
621,927080
600,929720
633,931040
640,928620
568,927960
0,0
675,928400
657,1012690
681,1014070
681,1013610
674,1017060
662,1015450
705,1018210
723,1014990
693,1012920
622,1016370
663,1014530
625,1008780
633,1017060
674,1014990
649,1015910
0,0
708,1014300
681,1017290
651,1013380
624,1013840
593,1013840
641,1013610
697,1015450
635,1016140
721,1013840
640,1016140
657,1015450
591,1014760
639,1013840
705,1015220
689,1014300
665,1017060
663,1011770
738,1016370
581,1016830
1117,739876
707,1015680
643,1015220
629,1015450
642,1012690
737,1016140
654,1016600
643,1014070
660,1014070
648,1013150
641,1012690
725,1015910
609,1018670
682,1016140
618,1014530
678,1016140
666,1014530
0,0
654,1105680
767,1101120
720,1104000
0,0
686,1104960
765,1105200
690,1104240
702,1105920
710,1106400
758,1103760
751,1105920
773,1106640
731,1105920
683,1106160
731,1104480
741,1105440
707,1104960
701,1103040
0,0
706,1105200
705,1104720
753,1103520
0,0
749,1104720
759,1099680
697,1106640
754,1102080
693,1104720
760,1104960
767,1101600
699,1102080
0,0
0,0
0,0
797,1105440
724,1105680
770,1102560
796,1104960
803,1104480
705,1105680
811,1106400
717,1101840
743,1103760
721,1105200
792,1105920
717,1106880
753,1107600
705,1101840
710,1104000
700,1104960
779,1197750
799,1197000
784,1195250
848,1198750
765,1196750
1551,939036
798,1195000
857,1199000
1798,984508
775,1198000
778,1200500
807,1198750
853,1199750
821,1198250
780,1200000
780,1198500
866,1199250
817,1196500
745,1199750
798,1197000
765,1198750
739,1199500
783,1199000
755,1196000
0,0
793,1194000
832,1197500
853,1197500
802,1198750
829,1199250
791,1200750
806,1196250
0,0
834,1195250
840,1198500
705,1197500
793,1199000
764,1195250
748,1199250
805,1196750
775,1196000
733,1198250
752,1196250
832,1198750
857,1197000
790,1199000
756,1194500
765,1200000
849,1199750
807,1198500
845,1197750
885,1296620
875,1295320
848,1296360
908,1295580
881,1295320
855,1297400
893,1293500
951,1296360
984,1291680
824,1294540
860,1295580
877,1297140
906,1296100
871,1292980
910,1299480
863,1295060
843,1295320
901,1296880
0,0
893,1296620
829,1298960
913,1293500
929,1299480
908,1295840
876,1295060
823,1294280
886,1296360
1414,1081340
832,1291160
0,0
0,0
900,1295840
834,1294800
826,1294020
893,1294800
975,1294280
1452,1054215
911,1296100
823,1295580
0,0
882,1297660
868,1295060
942,1297400
920,1292720
833,1297920
911,1294280
891,1294280
882,1297920
877,1295840
882,1293760
847,1294020
986,1398330
996,1397250
957,1394280
978,1398330
1053,1395630
893,1395090
1032,1398060
988,1397790
0,0
983,1392390
0,0
995,1395090
1019,1398060
1014,1395360
1036,1398330
1032,1398060
899,1401570
979,1393200
952,1398870
1281,921994
875,1397790
961,1396710
965,1396710
0,0
979,1399140
993,1394550
882,1397790
0,0
1068,1398870
959,1398060
1031,1393740
981,1398600
953,1397250
942,1392660
924,1398600
965,1397790
0,0
943,1392120
991,1395630
923,1394280
926,1398330
1018,1398330
928,1400760
965,1400490
0,0
924,1397520
904,1394010
990,1398600
970,1397520
1003,1395630
2006,1084342
1057,1501360
1047,1498560
989,1503320
1039,1502480
1010,1505000
994,1500520
1072,1501640
0,0
1372,1093319
1054,1502480
1058,1506400
0,0
1035,1503040
1008,1503040
1053,1502480
990,1503320
984,1499680
1037,1504160
1045,1502200
2023,1401680
1091,1503600
1029,1505560
992,1500800
1088,1500520
966,1503040
966,1497720
1022,1502760
1080,1502760
1015,1503320
939,1505000
1055,1499960
1077,1503880
1070,1500800
947,1503600
967,1500240
1055,1502760
0,0
0,0
1044,1500240
956,1499960
982,1504160
1073,1504720
1007,1501920
1025,1502200
942,1497720
966,1499400
1084,1503040
924,1499960
1119,1504160
1052,1499400
1050,1501640
0,0
1142,1611240
1126,1610660
2066,1357447
1060,1608050
1207,1613270
1121,1610950
0,0
1194,1610660
1847,1359472
1018,1611240
1074,1612400
0,0
0,0
1091,1610950
1048,1611240
1079,1612110
1117,1611820
1101,1610370
1142,1610660
1068,1611240
1081,1612400
1669,1009334
1094,1610950
1073,1611240
1460,1027941
1029,1610370
1189,1609210
1039,1612980
0,0
1148,1614140
0,0
1092,1611820
1095,1611530
1170,1608630
1124,1608630
1036,1612690
1077,1608050
1000,1612980
1103,1609790
0,0
1131,1611240
1691,1213038
1258,1611240
1105,1607180
1170,1607760
1087,1609210
1066,1609500
1126,1606890
1923,1509684
1271,1610370
1211,1726800
1097,1721100
1219,1724100
1177,1724100
1143,1716600
1198,1722300
1277,1722000
1152,1723500
1158,1722600
1184,1724700
1100,1725600
0,0
1186,1725000
1085,1726500
1207,1718700
1299,1724700
1181,1720800
0,0
1132,1722000
1155,1723200
1198,1719900
1170,1728900
1083,1724100
1292,1724100
1336,1724700
1106,1724700
1145,1723500
1237,1727400
1152,1722900
1194,1725000
1179,1725300
1069,1724700
1199,1726800
1132,1723500
1126,1725000
1029,1723800
1250,1721100
0,0
1112,1723800
1154,1725300
1165,1721400
1204,1725300
1185,1719900
1123,1723500
1158,1727100
0,0
1121,1722300
1113,1723500
1182,1724400
1070,1723200
1116,1720200
