time,round,nbMessages
134,7,145640
133,9,145640
126,7,145640
129,8,145640
129,9,145640
135,9,145640
125,9,145640
129,8,145640
132,8,145640
122,8,145640
126,9,145640
128,9,145640
123,9,145640
131,8,145640
126,7,145640
130,10,145640
123,8,145640
141,9,145640
119,7,145640
131,9,145640
131,8,145640
132,9,145640
126,9,145640
128,9,145640
133,8,145640
142,9,145640
135,8,145640
118,8,145640
120,10,145640
122,9,145640
134,9,145640
120,9,145640
127,9,145640
130,9,145640
142,7,145640
136,9,145640
134,9,145640
128,9,145640
129,8,145640
132,8,145640
124,9,145640
136,9,145640
147,9,145640
131,9,145640
129,7,145640
0,8,159160
0,10,159160
0,9,159160
0,10,159160
0,8,159160
0,10,159160
0,9,159160
0,9,159160
0,9,159160
0,10,159160
0,9,159160
0,8,159160
0,8,159160
0,10,159160
0,8,159160
0,8,159160
0,9,159160
0,9,159160
0,9,159160
0,8,159160
0,9,159160
0,9,159160
0,8,159160
0,10,159160
0,9,159160
0,9,159160
0,9,159160
0,9,159160
0,8,159160
0,9,159160
0,9,159160
0,9,159160
0,8,159160
0,10,159160
0,10,159160
0,8,159160
0,9,159160
0,8,159160
0,9,159160
0,9,159160
0,8,159160
0,10,159160
0,9,159160
0,8,159160
0,9,159160
0,10,159160
0,9,159160
0,9,159160
0,9,159160
0,8,159160
0,9,159160
148,10,173280
160,8,173280
144,8,173280
151,8,173280
156,8,173280
178,9,173280
223,8,173280
164,8,173280
170,9,173280
149,9,173280
177,9,173280
151,9,173280
149,10,173280
150,8,173280
152,9,173280
149,11,173280
158,9,173280
165,8,173280
157,9,173280
172,8,173280
152,8,173280
182,9,173280
143,9,173280
144,9,173280
167,8,173280
161,9,173280
163,9,173280
155,10,173280
161,9,173280
159,9,173280
152,10,173280
150,8,173280
157,9,173280
158,10,173280
142,8,173280
163,9,173280
147,7,173280
150,10,173280
156,9,173280
167,8,173280
172,10,173280
153,8,173280
148,8,173280
160,10,173280
168,9,173280
154,8,173280
164,9,173280
161,9,173280
148,8,173280
150,8,173280
146,9,173280
0,9,188000
0,8,188000
0,10,188000
0,9,188000
0,9,188000
0,9,188000
0,9,188000
0,9,188000
0,8,188000
0,8,188000
0,9,188000
0,9,188000
0,9,188000
0,9,188000
0,9,188000
0,8,188000
0,8,188000
0,10,188000
0,9,188000
0,9,188000
0,9,188000
0,9,188000
0,9,188000
0,8,188000
0,10,188000
0,8,188000
0,10,188000
0,9,188000
0,9,188000
0,8,188000
0,10,188000
0,9,188000
0,9,188000
0,9,188000
0,11,188000
0,10,188000
0,8,188000
0,10,188000
0,10,188000
0,9,188000
0,9,188000
0,8,188000
0,10,188000
0,9,188000
0,10,188000
0,10,188000
0,8,188000
0,10,188000
0,9,188000
0,9,188000
0,9,188000
215,9,203320
203,8,203320
215,9,203320
204,8,203320
197,9,203320
208,9,203320
210,9,203320
226,9,203320
276,10,203320
212,9,203320
226,9,203320
214,9,203320
208,9,203320
209,8,203320
219,9,203320
224,9,203320
212,10,203320
213,9,203320
226,10,203320
210,9,203320
202,8,203320
228,9,203320
215,8,203320
215,9,203320
211,9,203320
227,10,203320
221,8,203320
226,10,203320
232,9,203320
213,10,203320
211,9,203320
219,8,203320
210,10,203320
227,11,203320
232,9,203320
220,9,203320
224,9,203320
195,9,203320
212,9,203320
219,9,203320
233,9,203320
215,8,203320
219,9,203320
203,9,203320
200,9,203320
216,9,203320
216,8,203320
202,10,203320
236,7,203320
216,8,203320
219,8,203320
0,9,219240
0,10,219240
0,8,219240
0,9,219240
0,9,219240
0,10,219240
0,9,219240
0,8,219240
0,10,219240
0,9,219240
0,8,219240
0,9,219240
0,8,219240
0,8,219240
0,10,219240
0,7,219240
0,8,219240
0,10,219240
0,9,219240
0,9,219240
0,8,219240
0,8,219240
0,10,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,10,219240
0,9,219240
0,9,219240
0,9,219240
0,10,219240
0,9,219240
0,9,219240
0,9,219240
0,9,219240
0,10,219240
0,9,219240
0,8,219240
0,9,219240
0,8,219240
0,9,219240
0,8,219240
0,9,219240
0,10,219240
0,8,219240
259,10,235760
312,9,235760
251,10,235760
271,10,235760
261,10,235760
257,9,235760
248,10,235760
280,9,235760
244,9,235760
253,10,235760
237,9,235760
298,11,235760
251,11,235760
295,10,235760
271,10,235760
245,8,235760
249,8,235760
248,9,235760
262,9,235760
252,9,235760
253,10,235760
283,10,235760
257,10,235760
268,9,235760
255,9,235760
258,9,235760
394,10,235760
252,11,235760
237,9,235760
244,11,235760
264,11,235760
261,10,235760
256,9,235760
244,10,235760
242,8,235760
257,12,235760
265,9,235760
372,9,235760
245,11,235760
251,11,235760
263,9,235760
245,9,235760
255,9,235760
241,8,235760
257,10,235760
264,9,235760
281,9,235760
278,11,235760
260,9,235760
255,10,235760
247,9,235760
0,10,252880
0,8,252880
0,10,252880
0,9,252880
0,8,252880
0,8,252880
0,9,252880
0,9,252880
0,9,252880
0,9,252880
0,10,252880
0,9,252880
0,8,252880
0,8,252880
0,9,252880
0,10,252880
0,9,252880
0,10,252880
0,9,252880
0,8,252880
0,10,252880
0,10,252880
0,9,252880
0,9,252880
0,10,252880
0,9,252880
0,9,252880
0,10,252880
0,10,252880
0,7,252880
0,9,252880
0,9,252880
0,8,252880
0,10,252880
0,10,252880
0,8,252880
0,9,252880
0,9,252880
0,9,252880
0,9,252880
0,10,252880
0,9,252880
0,8,252880
0,9,252880
0,10,252880
0,8,252880
0,9,252880
0,10,252880
0,10,252880
0,9,252880
0,11,252880
284,10,270600
302,9,270600
256,12,270600
282,10,270600
318,9,270600
277,9,270600
291,10,270600
301,8,270600
268,11,270600
323,10,270600
292,8,270600
289,10,270600
278,9,270600
436,10,270600
329,10,270600
334,10,270600
284,10,270600
314,9,270600
279,9,270600
316,10,270600
280,8,270600
281,11,270600
294,9,270600
273,9,270600
287,10,270600
373,8,270600
366,9,270600
275,10,270600
375,9,270600
357,11,270600
296,9,270600
302,10,270600
295,10,270600
530,9,270600
318,10,270600
364,9,270600
289,8,270600
298,9,270600
283,8,270600
297,9,270600
269,8,270600
287,9,270600
281,8,270600
302,12,270600
305,9,270600
303,9,270600
297,11,270600
294,10,270600
285,8,270600
287,8,270600
268,9,270600
0,8,288920
0,8,288920
0,9,288920
0,10,288920
0,10,288920
0,10,288920
0,10,288920
0,8,288920
0,9,288920
0,10,288920
0,9,288920
0,10,288920
0,8,288920
0,8,288920
0,9,288920
0,11,288920
0,9,288920
0,9,288920
0,10,288920
